sample_id,dx_norm_mean,dx_norm_std,dy_norm_mean,dy_norm_std,fraction_dx_abs_001,fraction_dx_abs_002,fraction_dx_abs_005,fraction_dy_abs_001,fraction_dy_abs_002,fraction_dy_abs_005,abs_dx_diag_mae,abs_dy_diag_mae,sign_lost,status
sample_000086,0.026637791433972238,0.18961731802959728,0.16546602215130354,0.23683107613652288,0.26339285714285715,0.3482142857142857,0.4330357142857143,0.044642857142857144,0.29910714285714285,0.40625,1.4966044923849564e-09,2.071583102492141e-09,True,sign_lost_not_trajectory_reconstructable
sample_000087,0.0018165964249410845,0.04833645584001956,-0.08116017979684355,0.21351230446511965,0.78125,0.8035714285714286,0.8526785714285714,0.08928571428571429,0.7767857142857143,0.8080357142857143,1.8940031964129676e-10,1.1404053526888279e-09,True,sign_lost_not_trajectory_reconstructable
sample_000088,0.023266707496836847,0.17661286132666396,0.14820333521056142,0.20790123673277217,0.29017857142857145,0.39285714285714285,0.53125,0.049107142857142856,0.29464285714285715,0.41964285714285715,1.1192492007126376e-09,1.9565320035883524e-09,True,sign_lost_not_trajectory_reconstructable
sample_000089,-0.009614985363420227,0.09914579897051812,-0.09877484721440198,0.20320203547087315,0.5803571428571429,0.59375,0.7723214285714286,0.049107142857142856,0.6383928571428571,0.6830357142857143,5.63693396236275e-10,1.6965968035827297e-09,True,sign_lost_not_trajectory_reconstructable
sample_000090,-0.2822964892976493,0.2887684552484915,-0.07142335690299048,0.22232738224783025,0.08928571428571429,0.10714285714285714,0.16071428571428573,0.017857142857142856,0.12946428571428573,0.21875,3.460814494982997e-09,1.689103435615433e-09,True,sign_lost_not_trajectory_reconstructable
sample_000091,0.10424538584508361,0.2644686354799069,0.06596374861814944,0.15381612472398476,0.2544642857142857,0.33035714285714285,0.42410714285714285,0.08035714285714286,0.32142857142857145,0.4732142857142857,1.939220058744236e-09,1.2714767079492855e-09,True,sign_lost_not_trajectory_reconstructable
sample_000092,0.07355788195237699,0.12768804114728766,-0.07773945101474819,0.24041374537569615,0.5089285714285714,0.5491071428571429,0.6875,0.026785714285714284,0.48214285714285715,0.5401785714285714,7.733343793900321e-10,1.7483061074505071e-09,True,sign_lost_not_trajectory_reconstructable
sample_000093,0.14066944173397025,0.27315625563380846,0.023059935757043466,0.20235492254702248,0.044642857142857144,0.15178571428571427,0.28125,0.07142857142857142,0.11607142857142858,0.42410714285714285,2.3083238193919703e-09,1.555363319611999e-09,True,sign_lost_not_trajectory_reconstructable
sample_000094,0.21342931882824648,0.2537828955584691,0.060418100661200534,0.08106262740425087,0.3392857142857143,0.35714285714285715,0.4017857142857143,0.008928571428571428,0.3392857142857143,0.4642857142857143,2.4622439020921813e-09,8.365546156028018e-10,True,sign_lost_not_trajectory_reconstructable
sample_000095,-0.08420443457138423,0.17681405116830323,-0.10136777006028146,0.28064770575697073,0.41964285714285715,0.45089285714285715,0.5178571428571429,0.03571428571428571,0.42410714285714285,0.5535714285714286,1.120718519977768e-09,2.108928355643203e-09,True,sign_lost_not_trajectory_reconstructable
