sample_id,abs_diag_mae_dx,abs_diag_max_error_dx,abs_diag_mae_dy,abs_diag_max_error_dy,positive_branch_mae_dx,positive_branch_max_error_dx,positive_branch_mae_dy,positive_branch_max_error_dy,oracle_signed_mae_dx,oracle_signed_max_error_dx,oracle_signed_mae_dy,oracle_signed_max_error_dy,fraction_negative_dx,fraction_negative_dy,fraction_positive_dx,fraction_positive_dy,sign_lost,strict_signed_diagonal_invertible,status
sample_001431,1.1098069263639534e-09,1.1463073823492209e-08,2.6197618638574584e-09,1.8630000875319297e-08,0.26656476445376426,1.9534951373353517,0.03148139696375467,0.3588845134216948,1.1098069263639534e-09,1.1463073823492209e-08,2.6197618638574584e-09,1.8630000875319297e-08,0.7053571428571429,0.16517857142857142,0.29464285714285715,0.8348214285714286,True,False,not_strictly_invertible_from_diagonal
sample_001432,2.706204029694605e-09,1.878217248396652e-08,1.2379895173379218e-09,1.8112704114336964e-08,0.002412183233729628,0.14213050305323055,0.042988549933405354,0.9096218408145219,2.706204029694605e-09,1.878217248396652e-08,1.2379895173379218e-09,1.8112704114336964e-08,0.022321428571428572,0.11607142857142858,0.9776785714285714,0.8839285714285714,True,False,not_strictly_invertible_from_diagonal
sample_001433,2.0490497440545856e-09,1.8717468575069063e-08,2.6652875664160954e-09,1.9153355457213195e-08,0.355372973153481,1.5122801883930963,0.014182208538985216,0.47452183048592134,2.0490497440545856e-09,1.8717468575069063e-08,2.6652875664160954e-09,1.9153355457213195e-08,0.9017857142857143,0.17410714285714285,0.09821428571428571,0.8258928571428571,True,False,not_strictly_invertible_from_diagonal
sample_001434,2.025511766046359e-09,1.2976093644034847e-08,8.46212154976336e-10,1.465547883050533e-08,0.3564901802648778,1.4524051856046691,0.07293556993533719,1.1262958182628413,2.025511766046359e-09,1.2976093644034847e-08,8.46212154976336e-10,1.465547883050533e-08,0.6205357142857143,0.35714285714285715,0.3794642857142857,0.6428571428571429,True,False,not_strictly_invertible_from_diagonal
sample_001435,1.9643115361407244e-09,2.0372149300840192e-08,2.0971724114868847e-09,1.3396704301449347e-08,0.10060959928128806,1.0309547920869102,2.0971724114868847e-09,1.3396704301449347e-08,1.9643115361407244e-09,2.0372149300840192e-08,2.0971724114868847e-09,1.3396704301449347e-08,0.39732142857142855,0.0,0.6026785714285714,1.0,True,False,not_strictly_invertible_from_diagonal
sample_001436,1.4348589240317024e-09,1.0271069217360207e-08,1.1320758981654652e-09,1.0949193218756648e-08,0.2664427930968822,1.3849731173749076,0.17174300782374213,1.3301211875323606,1.4348589240317024e-09,1.0271069217360207e-08,1.1320758981654652e-09,1.0949193218756648e-08,0.4017857142857143,0.4107142857142857,0.5982142857142857,0.5892857142857143,True,False,not_strictly_invertible_from_diagonal
sample_001437,3.3480452986437575e-09,1.906295676867842e-08,1.0888492961197261e-09,1.3025211909045709e-08,0.5601020928523858,1.5180932813294232,0.18458768729100283,1.4294057396394106,3.3480452986437575e-09,1.906295676867842e-08,1.0888492961197261e-09,1.3025211909045709e-08,0.65625,0.7276785714285714,0.34375,0.27232142857142855,True,False,not_strictly_invertible_from_diagonal
sample_001438,2.446191934950561e-09,1.8528067857737085e-08,2.182559253278266e-09,1.5495627780914845e-08,0.05151867675423911,0.7623891820861222,0.02106147090020743,0.6584902879226686,2.446191934950561e-09,1.8528067857737085e-08,2.182559253278266e-09,1.5495627780914845e-08,0.36607142857142855,0.08928571428571429,0.6339285714285714,0.9107142857142857,True,False,not_strictly_invertible_from_diagonal
sample_001439,2.4493109022992407e-09,1.5067315728423125e-08,1.2751552614239684e-09,1.873331711976789e-08,0.0022071670835039467,0.12410986830008507,0.14549960438024886,1.631479043129077,2.4493109022992407e-09,1.5067315728423125e-08,1.2751552614239684e-09,1.873331711976789e-08,0.03125,0.27232142857142855,0.96875,0.7276785714285714,True,False,not_strictly_invertible_from_diagonal
sample_001440,2.6298091734444387e-09,1.63225641891529e-08,1.2295894319254408e-09,1.1316334425082175e-08,0.463856219369639,1.543670968061209,0.168343136863656,1.3651628068298671,2.6298091734444387e-09,1.63225641891529e-08,1.2295894319254408e-09,1.1316334425082175e-08,0.6830357142857143,0.5446428571428571,0.3169642857142857,0.45535714285714285,True,False,not_strictly_invertible_from_diagonal
sample_001441,2.394601987817236e-09,1.9593332956091558e-08,1.9372842244354925e-09,1.9269049689185636e-08,0.3359548554602668,1.486121193942437,0.35841520072331806,1.4253175614245506,2.394601987817236e-09,1.9593332956091558e-08,1.9372842244354925e-09,1.9269049689185636e-08,0.34375,0.6517857142857143,0.65625,0.3482142857142857,True,False,not_strictly_invertible_from_diagonal
sample_001442,3.4267710744007156e-09,1.9803869100165628e-08,1.7217614403048825e-09,1.3526339270875098e-08,0.5744324431852064,1.5058857543368904,0.1431817480019802,1.0673090974569686,3.4267710744007156e-09,1.9803869100165628e-08,1.7217614403048825e-09,1.3526339270875098e-08,0.8973214285714286,0.6205357142857143,0.10267857142857142,0.3794642857142857,True,False,not_strictly_invertible_from_diagonal
sample_001443,1.4364129558314776e-09,1.2976100305372995e-08,1.2851943300100805e-09,1.1316334425082175e-08,0.03940327521252569,0.9146926263308919,0.0022487654249714597,0.09490436482145992,1.4364129558314776e-09,1.2976100305372995e-08,1.2851943300100805e-09,1.1316334425082175e-08,0.29017857142857145,0.04017857142857143,0.7098214285714286,0.9598214285714286,True,False,not_strictly_invertible_from_diagonal
sample_001444,1.1717298343907213e-09,1.0453017229572481e-08,1.6718007613462983e-09,1.1965399671076682e-08,0.1306093907304595,1.1675628606842658,3.2592456649792445e-05,0.0037961746210339333,1.1717298343907213e-09,1.0453017229572481e-08,1.6718007613462983e-09,1.1965399671076682e-08,0.36160714285714285,0.013392857142857142,0.6383928571428571,0.9866071428571429,True,False,not_strictly_invertible_from_diagonal
sample_001445,1.0866017867762191e-09,1.1371257602199591e-08,2.3448135567459484e-09,1.0949196549425722e-08,0.04108751930010744,0.2897834648109002,0.10197787117626268,0.8588114969133693,1.0866017867762191e-09,1.1371257602199591e-08,2.3448135567459484e-09,1.0949196549425722e-08,0.3794642857142857,0.22321428571428573,0.6205357142857143,0.7767857142857143,True,False,not_strictly_invertible_from_diagonal
sample_001446,6.077265965463352e-10,8.972273812801745e-09,1.0115569481767943e-09,8.072488066890315e-09,0.04279382187969267,0.6438017703088323,0.034460193228605336,0.6882756594718314,6.077265965463352e-10,8.972273812801745e-09,1.0115569481767943e-09,8.072488066890315e-09,0.25,0.08035714285714286,0.75,0.9196428571428571,True,False,not_strictly_invertible_from_diagonal
sample_001447,2.7989161475856584e-09,2.0271561429474616e-08,1.8869942943066536e-09,1.3736477288972537e-08,0.4239520836763943,1.4855399026463363,0.2613963463507584,1.4761279128741691,2.7989161475856584e-09,2.0271561429474616e-08,1.8869942943066536e-09,1.3736477288972537e-08,0.6607142857142857,0.6339285714285714,0.3392857142857143,0.36607142857142855,True,False,not_strictly_invertible_from_diagonal
sample_001448,1.0934599493344067e-09,1.1334775451565804e-08,2.5533034381229033e-09,1.8112709221362877e-08,0.11446763372262993,1.3902049016511338,0.43182398857581006,1.5351146213847167,1.0934599493344067e-09,1.1334775451565804e-08,2.5533034381229033e-09,1.8112709221362877e-08,0.35267857142857145,0.6651785714285714,0.6473214285714286,0.33482142857142855,True,False,not_strictly_invertible_from_diagonal
sample_001449,2.0963215648826896e-09,1.878217248396652e-08,9.614432292528709e-10,7.984154393181342e-09,0.024767996622153697,0.7490190294615746,0.021611602105419545,0.9125419760029359,2.0963215648826896e-09,1.878217248396652e-08,9.614432292528709e-10,7.984154393181342e-09,0.16964285714285715,0.08035714285714286,0.8303571428571429,0.9196428571428571,True,False,not_strictly_invertible_from_diagonal
sample_001450,2.5942733759938176e-09,1.835704566133245e-08,2.101404181655853e-09,1.698140394967851e-08,0.01747176737304871,0.5438163009120777,0.2807956849127266,1.6624324608489198,2.5942733759938176e-09,1.835704566133245e-08,2.101404181655853e-09,1.698140394967851e-08,0.11160714285714286,0.46875,0.8883928571428571,0.53125,True,False,not_strictly_invertible_from_diagonal
sample_001451,2.7274022673899857e-09,1.836137197841481e-08,1.4969363463953736e-09,1.2281157091287298e-08,0.49527165944076973,1.820956262063377,0.05198099948481288,1.0129946074584644,2.7274022673899857e-09,1.836137197841481e-08,1.4969363463953736e-09,1.2281157091287298e-08,0.7053571428571429,0.29464285714285715,0.29464285714285715,0.7053571428571429,True,False,not_strictly_invertible_from_diagonal
sample_001452,1.5605854098292719e-09,1.0748830714391033e-08,1.8106372777651693e-09,1.9634826764480806e-08,0.19289010161345352,1.2472024511084727,0.005355319563065938,0.13637027455648004,1.5605854098292719e-09,1.0748830714391033e-08,1.8106372777651693e-09,1.9634826764480806e-08,0.5044642857142857,0.08035714285714286,0.4955357142857143,0.9196428571428571,True,False,not_strictly_invertible_from_diagonal
sample_001453,2.0725009053811936e-09,1.9188636124489733e-08,1.181978879976083e-09,1.0164022290481967e-08,0.31049914912788484,1.4378723922935803,0.15707585060282478,1.3458899023634658,2.0725009053811936e-09,1.9188636124489733e-08,1.181978879976083e-09,1.0164022290481967e-08,0.4955357142857143,0.5758928571428571,0.5044642857142857,0.42410714285714285,True,False,not_strictly_invertible_from_diagonal
sample_001454,2.338557137396206e-09,1.348594458328023e-08,1.8178236478419316e-09,1.0598370403513968e-08,0.0420334482959546,0.8466792634232401,0.09758984744948469,1.295079568113847,2.338557137396206e-09,1.348594458328023e-08,1.8178236478419316e-09,1.0598370403513968e-08,0.22321428571428573,0.1875,0.7767857142857143,0.8125,True,False,not_strictly_invertible_from_diagonal
sample_001455,2.237581065243874e-09,1.6322573959115516e-08,1.8398719574242405e-09,1.7487553627404395e-08,0.07145063181273695,1.0140967929308067,0.017170130808063764,0.6800992797224323,2.237581065243874e-09,1.6322573959115516e-08,1.8398719574242405e-09,1.7487553627404395e-08,0.2544642857142857,0.11160714285714286,0.7455357142857143,0.8883928571428571,True,False,not_strictly_invertible_from_diagonal
sample_001456,1.4420446704226172e-09,1.1952173251117415e-08,1.9160453285134463e-09,1.8733320561459266e-08,0.1093110955585342,0.9641040592454011,0.0047621673898296845,0.3559643761798865,1.4420446704226172e-09,1.1952173251117415e-08,1.9160453285134463e-09,1.8733320561459266e-08,0.4419642857142857,0.022321428571428572,0.5580357142857143,0.9776785714285714,True,False,not_strictly_invertible_from_diagonal
sample_001457,2.4805161468188475e-09,1.6172207129017124e-08,1.1030742766541907e-09,1.4598433351054041e-08,0.4071291035459111,1.484958577861662,0.04261180023798381,1.1315520527931162,2.4805161468188475e-09,1.6172207129017124e-08,1.1030742766541907e-09,1.4598433351054041e-08,0.6741071428571429,0.32589285714285715,0.32589285714285715,0.6741071428571429,True,False,not_strictly_invertible_from_diagonal
sample_001458,9.324472842795501e-10,1.6305462313681574e-08,1.9366160207325966e-09,1.5836403410851574e-08,0.0010860660743815466,0.08051155387375919,0.2946506791383297,1.5205139357024424,9.324472842795501e-10,1.6305462313681574e-08,1.9366160207325966e-09,1.5836403410851574e-08,0.03125,0.38839285714285715,0.96875,0.6116071428571429,True,False,not_strictly_invertible_from_diagonal
sample_001459,2.1439322824095638e-09,1.8476116414589683e-08,1.5591114481788778e-09,1.0610423761825416e-08,0.34397772337661964,1.5930824192899513,0.028604281583212543,1.2687983732830461,2.1439322824095638e-09,1.8476116414589683e-08,1.5591114481788778e-09,1.0610423761825416e-08,0.6607142857142857,0.17857142857142858,0.3392857142857143,0.8214285714285714,True,False,not_strictly_invertible_from_diagonal
sample_001460,1.8696095238887875e-09,1.3485937921942082e-08,1.456323948834897e-09,1.3607702409323963e-08,0.12700993533252145,1.1309402741287142,0.018113959562242463,0.7256533785184303,1.8696095238887875e-09,1.3485937921942082e-08,1.456323948834897e-09,1.3607702409323963e-08,0.2544642857142857,0.11160714285714286,0.7455357142857143,0.8883928571428571,True,False,not_strictly_invertible_from_diagonal
sample_001461,2.084582233339136e-09,1.624175360870339e-08,1.852194682181283e-09,1.0021925511694008e-08,0.1762539716376073,1.2291817951225996,0.023838205417654936,0.6888596831566927,2.084582233339136e-09,1.624175360870339e-08,1.852194682181283e-09,1.0021925511694008e-08,0.4732142857142857,0.11607142857142858,0.5267857142857143,0.8839285714285714,True,False,not_strictly_invertible_from_diagonal
sample_001462,1.883473930105535e-09,1.1955683221209767e-08,1.686054944301913e-09,1.2771182444915041e-08,0.1309402714466343,1.15012354039679,2.8681576489815563e-05,0.004964228343537224,1.883473930105535e-09,1.1955683221209767e-08,1.686054944301913e-09,1.2771182444915041e-08,0.36607142857142855,0.008928571428571428,0.6339285714285714,0.9910714285714286,True,False,not_strictly_invertible_from_diagonal
sample_001463,1.1369739847104617e-09,1.2127353232749272e-08,1.7568225691562832e-09,1.9153352237566423e-08,0.05539710869238551,0.8135445492755834,0.19300002164011038,1.5835888419811757,1.1369739847104617e-09,1.2127353232749272e-08,1.7568225691562832e-09,1.9153352237566423e-08,0.20982142857142858,0.32142857142857145,0.7901785714285714,0.6785714285714286,True,False,not_strictly_invertible_from_diagonal
sample_001464,1.0901568197943434e-09,1.634356749935506e-08,1.8263481072510675e-09,1.4047309426779009e-08,0.025206573844603637,0.8931841304077591,0.2681687110540913,1.803766977593101,1.0901568197943434e-09,1.634356749935506e-08,1.8263481072510675e-09,1.4047309426779009e-08,0.07142857142857142,0.32589285714285715,0.9285714285714286,0.6741071428571429,True,False,not_strictly_invertible_from_diagonal
sample_001465,1.1814310768004116e-09,1.2176354036164128e-08,1.906054597246763e-09,1.803569937841587e-08,0.0852334073041557,1.0699026182552651,0.2700628873608812,1.5654839973007126,1.1814310768004116e-09,1.2176354036164128e-08,1.906054597246763e-09,1.803569937841587e-08,0.17410714285714285,0.4642857142857143,0.8258928571428571,0.5357142857142857,True,False,not_strictly_invertible_from_diagonal
sample_001466,1.4124773835354938e-09,1.3281326594061227e-08,1.4757667214230969e-09,1.2751189659709894e-08,0.04930502329529749,0.5211451766704702,0.041020066738717595,0.6976200946218216,1.4124773835354938e-09,1.3281326594061227e-08,1.4757667214230969e-09,1.2751189659709894e-08,0.16964285714285715,0.125,0.8303571428571429,0.875,True,False,not_strictly_invertible_from_diagonal
sample_001467,1.5869113641556767e-09,1.2714148844850115e-08,1.105926877740715e-09,1.2430257267936895e-08,0.30181192516379535,1.3547449397089695,0.18377291802542153,1.2985837333891532,1.5869113641556767e-09,1.2714148844850115e-08,1.105926877740715e-09,1.2430257267936895e-08,0.36607142857142855,0.5267857142857143,0.6339285714285714,0.4732142857142857,True,False,not_strictly_invertible_from_diagonal
sample_001468,3.2011896827287336e-09,1.870682930782408e-08,1.344449111466956e-09,1.3025218570383856e-08,0.006652638792413643,0.3008283703260771,0.09287982691935266,1.474959854616463,3.2011896827287336e-09,1.870682930782408e-08,1.344449111466956e-09,1.3025218570383856e-08,0.04017857142857143,0.12946428571428573,0.9598214285714286,0.8705357142857143,True,False,not_strictly_invertible_from_diagonal
sample_001469,9.857467902045465e-10,1.4537109960244265e-08,1.7374195074174384e-09,1.4373929602129465e-08,0.03983666276946612,1.0239790582720694,0.29135379538822337,1.4346619803151093,9.857467902045465e-10,1.4537109960244265e-08,1.7374195074174384e-09,1.4373929602129465e-08,0.14732142857142858,0.48214285714285715,0.8526785714285714,0.5178571428571429,True,False,not_strictly_invertible_from_diagonal
sample_001470,3.911269640839187e-09,2.0271561429474616e-08,9.47781641151403e-10,8.660506756186237e-09,0.6410327612891097,1.4884464655195708,0.0858415205227575,0.7840560579185578,3.911269640839187e-09,2.0271561429474616e-08,9.47781641151403e-10,8.660506756186237e-09,0.8660714285714286,0.5892857142857143,0.13392857142857142,0.4107142857142857,True,False,not_strictly_invertible_from_diagonal
sample_001471,9.191849713189881e-10,9.463831829314984e-09,2.018970487043119e-09,1.679977312818437e-08,0.023425011688260607,0.8751634997435243,0.3167772148720439,1.6822894000819266,9.191849713189881e-10,9.463831829314984e-09,2.018970487043119e-09,1.679977312818437e-08,0.05803571428571429,0.45535714285714285,0.9419642857142857,0.5446428571428571,True,False,not_strictly_invertible_from_diagonal
sample_001472,2.0485781615608584e-09,1.1899718654895253e-08,1.2889199875905317e-09,7.98415117353457e-09,0.07328279899034551,0.9030664091611946,0.015706152281547404,0.3834136389126064,2.0485781615608584e-09,1.1899718654895253e-08,1.2889199875905317e-09,7.98415117353457e-09,0.24553571428571427,0.09821428571428571,0.7544642857142857,0.9017857142857143,True,False,not_strictly_invertible_from_diagonal
sample_001473,1.315360201518821e-09,9.007533940952328e-09,2.2446738213065846e-09,1.3343023019807276e-08,0.21131428134625824,1.2326696682359026,0.025922712406995004,0.6187764683823566,1.315360201518821e-09,9.007533940952328e-09,2.2446738213065846e-09,1.3343023019807276e-08,0.6875,0.15625,0.3125,0.84375,True,False,not_strictly_invertible_from_diagonal
sample_001474,1.3763877155861841e-09,1.4571589823653142e-08,2.61171694322453e-09,1.8649703892315017e-08,0.22933881073550966,1.4599622293659529,0.017314834774252212,0.7349978200299621,1.3763877155861841e-09,1.4571589823653142e-08,2.61171694322453e-09,1.8649703892315017e-08,0.7544642857142857,0.13392857142857142,0.24553571428571427,0.8660714285714286,True,False,not_strictly_invertible_from_diagonal
sample_001475,2.1980023904893544e-09,1.975065055948022e-08,1.2389947380607018e-09,9.998927574805805e-09,0.05916914270093106,0.9757302692416228,0.030231213144203694,0.942327344334702,2.1980023904893544e-09,1.975065055948022e-08,1.2389947380607018e-09,9.998927574805805e-09,0.15178571428571427,0.09821428571428571,0.8482142857142857,0.9017857142857143,True,False,not_strictly_invertible_from_diagonal
sample_001476,3.2964486794314234e-09,1.9593339617429706e-08,1.7226392788123726e-09,1.6170904282297727e-08,0.07918673867836779,1.4088068653080426,0.05145433255654227,0.6637465276766819,3.2964486794314234e-09,1.9593339617429706e-08,1.7226392788123726e-09,1.6170904282297727e-08,0.14732142857142858,0.16964285714285715,0.8526785714285714,0.8303571428571429,True,False,not_strictly_invertible_from_diagonal
sample_001477,1.6571930557656431e-09,1.2891982148488523e-08,1.8073012120724392e-09,1.2758595402395656e-08,0.2650245501166587,1.3460252787949807,0.2402123358480188,1.2454372978890353,1.6571930557656431e-09,1.2891982148488523e-08,1.8073012120724392e-09,1.2758595402395656e-08,0.53125,0.6071428571428571,0.46875,0.39285714285714285,True,False,not_strictly_invertible_from_diagonal
sample_001478,1.4884972385650107e-09,1.4312178331365999e-08,1.9709763695263704e-09,1.698140394967851e-08,0.08700718442399737,1.00653976144195,0.30510841033619446,1.5100014582993624,1.4884972385650107e-09,1.4312178331365999e-08,1.9709763695263704e-09,1.698140394967851e-08,0.1875,0.5491071428571429,0.8125,0.45089285714285715,True,False,not_strictly_invertible_from_diagonal
sample_001479,2.0285661064389283e-09,1.8534943246883984e-08,1.3832395943776947e-09,1.3920845920445402e-08,0.33905215188306165,1.5169306972153573,0.2326212900713514,1.216819984680448,2.0285661064389283e-09,1.8534943246883984e-08,1.3832395943776947e-09,1.3920845920445402e-08,0.5178571428571429,0.6651785714285714,0.48214285714285715,0.33482142857142855,True,False,not_strictly_invertible_from_diagonal
sample_001480,2.301243056748523e-09,1.7803504226421296e-08,1.001025820433629e-09,8.455055156009195e-09,0.014247308480399,0.4670832726415156,0.05979887644388431,0.9218864092339718,2.301243056748523e-09,1.7803504226421296e-08,1.001025820433629e-09,8.455055156009195e-09,0.0625,0.12053571428571429,0.9375,0.8794642857142857,True,False,not_strictly_invertible_from_diagonal
sample_001481,2.5362094291494127e-09,1.752715506064817e-08,1.058447716297723e-09,8.572011378493727e-09,0.08043370159628074,0.8716756210039776,0.03200806252415153,0.7239012919487544,2.5362094291494127e-09,1.752715506064817e-08,1.058447716297723e-09,8.572011378493727e-09,0.1875,0.18303571428571427,0.8125,0.8169642857142857,True,False,not_strictly_invertible_from_diagonal
sample_001482,2.21676887200669e-09,1.8476109753251535e-08,7.011291678996156e-10,7.024771098151916e-09,0.0010121059392343597,0.08458072973474115,0.05896064121930174,0.950503727331141,2.21676887200669e-09,1.8476109753251535e-08,7.011291678996156e-10,7.024771098151916e-09,0.017857142857142856,0.125,0.9821428571428571,0.875,True,False,not_strictly_invertible_from_diagonal
sample_001483,1.932564474695068e-09,1.748738831519603e-08,1.5558375774171805e-09,1.8548482194624683e-08,0.06528847698416543,1.1047812897167604,0.18502701164193264,1.5257701689014591,1.932564474695068e-09,1.748738831519603e-08,1.5558375774171805e-09,1.8548482194624683e-08,0.16071428571428573,0.3482142857142857,0.8392857142857143,0.6517857142857143,True,False,not_strictly_invertible_from_diagonal
sample_001484,1.3705983915498983e-09,1.1751224548994799e-08,2.201082741007722e-09,1.1970873958766504e-08,0.051248781365517256,0.495567506481417,0.040722839554016475,0.9563439879302532,1.3705983915498983e-09,1.1751224548994799e-08,2.201082741007722e-09,1.1970873958766504e-08,0.41964285714285715,0.08035714285714286,0.5803571428571429,0.9196428571428571,True,False,not_strictly_invertible_from_diagonal
sample_001485,7.58450677789007e-10,9.816259027850549e-09,1.550261276333734e-09,1.9382131233314226e-08,0.03953303146366527,0.6420578402691529,0.25799777913834665,1.4813841495248332,7.58450677789007e-10,9.816259027850549e-09,1.550261276333734e-09,1.9382131233314226e-08,0.16517857142857142,0.41517857142857145,0.8348214285714286,0.5848214285714286,True,False,not_strictly_invertible_from_diagonal
sample_001486,1.950346731516767e-09,1.3281326594061227e-08,1.4438546197755539e-09,1.6170914274304948e-08,0.023492486306598052,0.9641040592453994,0.1789690368137601,1.5847568854788048,1.950346731516767e-09,1.3281326594061227e-08,1.4438546197755539e-09,1.6170914274304948e-08,0.049107142857142856,0.22767857142857142,0.9508928571428571,0.7723214285714286,True,False,not_strictly_invertible_from_diagonal
sample_001487,2.070478148398453e-09,1.871756261095925e-08,1.2196813062184277e-09,9.11145203730257e-09,0.3404833706042812,1.6169161410332769,0.1132177801163041,1.608117964315336,2.070478148398453e-09,1.871756261095925e-08,1.2196813062184277e-09,9.11145203730257e-09,0.59375,0.3482142857142857,0.40625,0.6517857142857143,True,False,not_strictly_invertible_from_diagonal
sample_001488,1.3017261504666968e-09,7.650185818164346e-09,2.019423245081467e-09,1.9258385663967204e-08,0.04552780012597831,0.620549333996405,0.04652269547466765,0.7682873458339486,1.3017261504666968e-09,7.650185818164346e-09,2.019423245081467e-09,1.9258385663967204e-08,0.3794642857142857,0.14732142857142858,0.6205357142857143,0.8526785714285714,True,False,not_strictly_invertible_from_diagonal
sample_001489,3.273483244588477e-10,5.19581161428917e-09,1.8872558851422582e-09,1.437392305181362e-08,0.035449581747525515,0.8344717307230871,0.27799809208545445,1.594685364521197,3.273483244588477e-10,5.19581161428917e-09,1.8872558851422582e-09,1.437392305181362e-08,0.16964285714285715,0.39732142857142855,0.8303571428571429,0.6026785714285714,True,False,not_strictly_invertible_from_diagonal
sample_001490,2.10975433046757e-09,1.586078246518241e-08,2.2004122047863956e-09,1.6877080399879674e-08,0.3692621509004717,1.7035314713407506,0.01736828323012713,0.5574536444095782,2.10975433046757e-09,1.586078246518241e-08,2.2004122047863956e-09,1.6877080399879674e-08,0.7857142857142857,0.20982142857142858,0.21428571428571427,0.7901785714285714,True,False,not_strictly_invertible_from_diagonal
sample_001491,2.8063442048471644e-09,1.5305290257394688e-08,1.7209497945113312e-09,1.7431376453380665e-08,0.48566056671214775,1.5303008433248566,0.14096296729822114,1.154329097647091,2.8063442048471644e-09,1.5305290257394688e-08,1.7209497945113312e-09,1.7431376453380665e-08,0.6294642857142857,0.5491071428571429,0.3705357142857143,0.45089285714285715,True,False,not_strictly_invertible_from_diagonal
sample_001492,2.009320695448008e-09,1.9046827448576664e-08,7.41704162377655e-10,9.274915835355557e-09,2.009320695448008e-09,1.9046827448576664e-08,0.07072852159431572,0.9499197005321356,2.009320695448008e-09,1.9046827448576664e-08,7.41704162377655e-10,9.274915835355557e-09,0.0,0.17410714285714285,1.0,0.8258928571428571,True,False,not_strictly_invertible_from_diagonal
sample_001493,3.403924299428536e-09,2.0271568090812764e-08,2.281801153395698e-09,1.872170785066629e-08,0.11239671642985478,1.3018456691589089,0.07455207393673964,1.066141051560896,3.403924299428536e-09,2.0271568090812764e-08,2.281801153395698e-09,1.872170785066629e-08,0.21875,0.1875,0.78125,0.8125,True,False,not_strictly_invertible_from_diagonal
sample_001494,2.0119574473342915e-09,1.4166559481054719e-08,1.7845531422731198e-09,1.0602367872536433e-08,0.034885141078587006,0.7025141703190048,0.010281742543339313,0.5562855934193283,2.0119574473342915e-09,1.4166559481054719e-08,1.7845531422731198e-09,1.0602367872536433e-08,0.32589285714285715,0.06696428571428571,0.6741071428571429,0.9330357142857143,True,False,not_strictly_invertible_from_diagonal
sample_001495,1.4105979367874834e-09,1.6305475414313264e-08,1.0966721391302638e-09,9.695961478151105e-09,0.23858788226196234,1.4901903785737094,0.08215485117600117,1.2016352655267064,1.4105979367874834e-09,1.6305475414313264e-08,1.0966721391302638e-09,9.695961478151105e-09,0.4419642857142857,0.29464285714285715,0.5580357142857143,0.7053571428571429,True,False,not_strictly_invertible_from_diagonal
sample_001496,3.4422722479629476e-09,1.7864233092801385e-08,1.5541867510106091e-09,1.228116031093407e-08,0.04671767287596696,1.1036186689289478,0.15816177615267177,1.5467951558000195,3.4422722479629476e-09,1.7864233092801385e-08,1.5541867510106091e-09,1.228116031093407e-08,0.13392857142857142,0.30357142857142855,0.8660714285714286,0.6964285714285714,True,False,not_strictly_invertible_from_diagonal
sample_001497,1.583301222659976e-09,1.8723761985306453e-08,1.1751575438029115e-09,1.552336070798077e-08,0.26777799129719715,1.5669234268333772,0.17476612865609642,1.6390714128076382,1.583301222659976e-09,1.8723761985306453e-08,1.1751575438029115e-09,1.552336070798077e-08,0.27232142857142855,0.42410714285714285,0.7276785714285714,0.5758928571428571,True,False,not_strictly_invertible_from_diagonal
sample_001498,1.1901709731207362e-09,1.60548770944402e-08,1.6687331309458006e-09,1.3343023019807276e-08,0.15702270275756788,1.5826188084469741,0.20209676134448853,1.228500499217612,1.1901709731207362e-09,1.60548770944402e-08,1.6687331309458006e-09,1.3343023019807276e-08,0.29017857142857145,0.45535714285714285,0.7098214285714286,0.5446428571428571,True,False,not_strictly_invertible_from_diagonal
sample_001499,2.4684363859004148e-09,1.871756583060602e-08,1.2016508899145298e-09,1.4187957919631344e-08,0.020694928387175876,0.6844935341440775,0.05621780123613409,0.977368959595713,2.4684363859004148e-09,1.871756583060602e-08,1.2016508899145298e-09,1.4187957919631344e-08,0.09375,0.15178571428571427,0.90625,0.8482142857142857,True,False,not_strictly_invertible_from_diagonal
sample_001500,1.457264250421181e-09,1.1686615009054435e-08,1.7518773015789543e-09,1.774888180872125e-08,0.07887272518316613,1.1245458521445277,0.28239654386535135,1.5748284477590666,1.457264250421181e-09,1.1686615009054435e-08,1.7518773015789543e-09,1.774888180872125e-08,0.17410714285714285,0.53125,0.8258928571428571,0.46875,True,False,not_strictly_invertible_from_diagonal
sample_001501,2.0930192739638103e-09,1.1601155702756216e-08,1.426931503407966e-09,1.2751182998371746e-08,0.4246916976485443,1.279755855171571,0.0479762437391819,0.396846251992418,2.0930192739638103e-09,1.1601155702756216e-08,1.426931503407966e-09,1.2751182998371746e-08,0.9553571428571429,0.4107142857142857,0.044642857142857144,0.5892857142857143,True,False,not_strictly_invertible_from_diagonal
sample_001502,2.1533642753982794e-09,1.2618940892217267e-08,9.92257560687969e-10,9.7069664528604e-09,0.03427528386416862,0.7182095618066444,0.02942817592856955,0.6690027776093047,2.1533642753982794e-09,1.2618940892217267e-08,9.92257560687969e-10,9.7069664528604e-09,0.13839285714285715,0.11607142857142858,0.8616071428571429,0.8839285714285714,True,False,not_strictly_invertible_from_diagonal
