sample_id,delta_consistency_mse,delta_consistency_max_error,delta_consistency_error,absolute_shape,delta_shape,status
sample_000380,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000381,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000382,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000383,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000384,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000385,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000386,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000387,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000388,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000389,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000390,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000391,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000392,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000393,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000394,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000395,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000396,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000397,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000398,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000399,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000400,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000401,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000402,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000403,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000404,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000405,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000406,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000407,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000408,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000409,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000410,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000411,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000412,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000413,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000414,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000415,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000416,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000417,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000418,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000419,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000420,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000421,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000422,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000423,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000424,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000425,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000426,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000427,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000428,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000429,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000430,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000431,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000432,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000433,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000434,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000435,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000436,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000437,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000438,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000439,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000440,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000441,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000442,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000443,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000444,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000445,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000446,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000447,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000448,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000449,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000450,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000451,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000452,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000453,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000454,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000455,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000456,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000457,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000458,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000459,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000460,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000461,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000462,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000463,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000464,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000465,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000466,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000467,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000468,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000469,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000470,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000471,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000472,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000473,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000474,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000475,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000476,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000477,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000478,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000479,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000480,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000481,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000482,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000483,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000484,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000485,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000486,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000487,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000488,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000489,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000490,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000491,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000492,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000493,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000494,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000495,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000496,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000497,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000498,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000499,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000500,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000501,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000502,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000503,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000504,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000505,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000506,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000507,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000508,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000509,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000510,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000511,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000512,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000513,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000514,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000515,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000516,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000517,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000518,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000519,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000520,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000521,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000522,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000523,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000524,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000525,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000526,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000527,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000528,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000529,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000530,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000531,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000532,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000533,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000534,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000535,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000536,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000537,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000538,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000539,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000540,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000541,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000542,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000543,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000544,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000545,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000546,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000547,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000548,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000549,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000550,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000551,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000552,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000553,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000554,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000555,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000556,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000557,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000558,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000559,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000560,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000561,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000562,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000563,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000564,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000565,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000566,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000567,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000568,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000569,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000570,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000571,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000572,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000573,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000574,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000575,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000576,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000577,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000578,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000579,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000580,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000581,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000582,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000583,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000584,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000585,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000586,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000587,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000588,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000589,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000590,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000591,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000592,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000593,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000594,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000595,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000596,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000597,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000598,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000599,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000600,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000601,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000602,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000603,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000604,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000605,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000606,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000607,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000608,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000609,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000610,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000611,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000612,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000613,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000614,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000615,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000616,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000617,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000618,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000619,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000620,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000621,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000622,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000623,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000624,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000625,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000626,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000627,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000628,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000629,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000630,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000631,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000632,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000633,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000634,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000635,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000636,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000637,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000638,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000639,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000640,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000641,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000642,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000643,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000644,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000645,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000646,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000647,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000648,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000649,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000650,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000651,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000652,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000653,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000654,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000655,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000656,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000657,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000658,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000659,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000660,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000661,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000662,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000663,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000664,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000665,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000666,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000667,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000668,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000669,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000670,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000671,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000672,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000673,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000674,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000675,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000676,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000677,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000678,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000679,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000680,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000681,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000682,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000683,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000684,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000685,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000686,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000687,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000688,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000689,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000690,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000691,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000692,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000693,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000694,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000695,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000696,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000697,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000698,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000699,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000700,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000701,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000702,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000703,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000704,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000705,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000706,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000707,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000708,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000709,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000710,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000711,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000712,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000713,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000714,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000715,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000716,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000717,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000718,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000719,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000720,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000721,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000722,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000723,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000724,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000725,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000726,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000727,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000728,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000729,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000730,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000731,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000732,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000733,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000734,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000735,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000736,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000737,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000738,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000739,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000740,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000741,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000742,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000743,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000744,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000745,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000746,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000747,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000748,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000749,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000750,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000751,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000752,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000753,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000754,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000755,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000756,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000757,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000758,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000759,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000760,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000761,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000762,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000763,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000764,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000765,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_000766,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
