sample_id,delta_consistency_mse,delta_consistency_max_error,delta_consistency_error,absolute_shape,delta_shape,status
sample_001154,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001155,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001156,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001157,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001158,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001159,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001160,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001161,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001162,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001163,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001164,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001165,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001166,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001167,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001168,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001169,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001170,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001171,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001172,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001173,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001174,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001175,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001176,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001177,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001178,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001179,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001180,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001181,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001182,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001183,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001184,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001185,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001186,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001187,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001188,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001189,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001190,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001191,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001192,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001193,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001194,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001195,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001196,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001197,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001198,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001199,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001200,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001201,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001202,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001203,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001204,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001205,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001206,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001207,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001208,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001209,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001210,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001211,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001212,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001213,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001214,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001215,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001216,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001217,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001218,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001219,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001220,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001221,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001222,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001223,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001224,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001225,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001226,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001227,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001228,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001229,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001230,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001231,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001232,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001233,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001234,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001235,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001236,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001237,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001238,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001239,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001240,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001241,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001242,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001243,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001244,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001245,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001246,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001247,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001248,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001249,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001250,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001251,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001252,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001253,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001254,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001255,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001256,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001257,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001258,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001259,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001260,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001261,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001262,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001263,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001264,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001265,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001266,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001267,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001268,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001269,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001270,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001271,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001272,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001273,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001274,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001275,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001276,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001277,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001278,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001279,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001280,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001281,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001282,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001283,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001284,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001285,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001286,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001287,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001288,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001289,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001290,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001291,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001292,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001293,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001294,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001295,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001296,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001297,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001298,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001299,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001300,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001301,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001302,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001303,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001304,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001305,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001306,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001307,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001308,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001309,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001310,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001311,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001312,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001313,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001314,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001315,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001316,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001317,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001318,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001319,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001320,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001321,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001322,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001323,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001324,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001325,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001326,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001327,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001328,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001329,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001330,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001331,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001332,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001333,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001334,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001335,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001336,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001337,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001338,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001339,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001340,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001341,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001342,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001343,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001344,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001345,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001346,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001347,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001348,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001349,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001350,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001351,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001352,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001353,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001354,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001355,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001356,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001357,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001358,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001359,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001360,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001361,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001362,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001363,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001364,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001365,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001366,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001367,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001368,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001369,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001370,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001371,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001372,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001373,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001374,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001375,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001376,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001377,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001378,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001379,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001380,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001381,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001382,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001383,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001384,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001385,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001386,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001387,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001388,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001389,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001390,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001391,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001392,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001393,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001394,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001395,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001396,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001397,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001398,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001399,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001400,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001401,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001402,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001403,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001404,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001405,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001406,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001407,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001408,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001409,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001410,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001411,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001412,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001413,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001414,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001415,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001416,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001417,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001418,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001419,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001420,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001421,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001422,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001423,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001424,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001425,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001426,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001427,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001428,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001429,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001430,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001431,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001432,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001433,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001434,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001435,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001436,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001437,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001438,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001439,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001440,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001441,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001442,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001443,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001444,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001445,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001446,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001447,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001448,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001449,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001450,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001451,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001452,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001453,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001454,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001455,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001456,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001457,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001458,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001459,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001460,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001461,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001462,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001463,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001464,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001465,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001466,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001467,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001468,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001469,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001470,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001471,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001472,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001473,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001474,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001475,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001476,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001477,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001478,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001479,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001480,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001481,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001482,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001483,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001484,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001485,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001486,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001487,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001488,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001489,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001490,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001491,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001492,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001493,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001494,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001495,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001496,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001497,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001498,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001499,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001500,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001501,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001502,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001503,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001504,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001505,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001506,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001507,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001508,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001509,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001510,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001511,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001512,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001513,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001514,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001515,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001516,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001517,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001518,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001519,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001520,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001521,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001522,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001523,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001524,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001525,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001526,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001527,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001528,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001529,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001530,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001531,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001532,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001533,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001534,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001535,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001536,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001537,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001538,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001539,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
sample_001540,0.0,0.0,0.0,"(224, 2)","(224, 2)",ok
