num_dx,dx_min,dx_max,dx_mean,dx_std,dx_median,dx_norm_min,dx_norm_max,dx_norm_mean,dx_norm_std,dx_norm_median,frac_dx_norm_lt_0p5,frac_dx_norm_gt_0p5,frac_dx_norm_eq_0p5,frac_abs_dx_lt_epsilon,frac_dx_norm_within_0p01_of_0p5,frac_dx_norm_within_0p02_of_0p5,frac_dx_norm_within_0p05_of_0p5,dx_quantiles_q0,dx_quantiles_q0.001,dx_quantiles_q0.01,dx_quantiles_q0.05,dx_quantiles_q0.1,dx_quantiles_q0.25,dx_quantiles_q0.5,dx_quantiles_q0.75,dx_quantiles_q0.9,dx_quantiles_q0.95,dx_quantiles_q0.99,dx_quantiles_q0.999,dx_quantiles_q1,dx_norm_quantiles_q0,dx_norm_quantiles_q0.001,dx_norm_quantiles_q0.01,dx_norm_quantiles_q0.05,dx_norm_quantiles_q0.1,dx_norm_quantiles_q0.25,dx_norm_quantiles_q0.5,dx_norm_quantiles_q0.75,dx_norm_quantiles_q0.9,dx_norm_quantiles_q0.95,dx_norm_quantiles_q0.99,dx_norm_quantiles_q0.999,dx_norm_quantiles_q1
566048,-34.42000000000007,34.38999999999987,0.7717981867262139,9.437743616351476,0.0,0.0,1.0,0.5114343581852392,0.1371565705035821,0.500217991570994,0.31947467352592007,0.6805253264740799,0.0,0.22130455367742666,0.3324912374922268,0.40032647407993666,0.5318082565436146,-34.42000000000007,-29.58952999999994,-25.560000000000173,-17.090000000000146,-10.830000000000382,-1.4399999999999409,0.0,4.200000000000017,12.830000000000041,18.116500000000208,25.12000000000012,28.86999999999989,34.38999999999987,0.0,0.07020011626217319,0.1287603545996208,0.25185292835343615,0.3428280773143396,0.4792908007557064,0.500217991570994,0.5612556314489191,0.6866734486266552,0.7635009446301456,0.8652812091265839,0.9197791018747277,1.0
